Age,Income,Salary,Rating,Annual_Income,Customer_Support_Calls,House_Price,Square_Feet,Temperature,City,Product_Type,Location,Diagnosis,Cabin,Embarked,Gender,Target,Price_Target
15.0,130888.0,74063,3.1,90833.0,1.0,,2687,23.0,Sylhet,B,B,,Cabin_F,Q,Male,0,212.05
29.0,3107.0,35886,3.4,75565.0,2.0,496691.0,2403,18.3,Dhaka,A,B,Type2,Cabin_B,S,Female,0,343.93
48.0,,48559,4.6,39860.0,3.0,296085.0,528,26.0,Dhaka,B,C,Type3,,C,Female,0,249.8
35.0,21664.0,48462,2.5,50375.0,1.0,424971.0,1497,23.5,Khulna,Unknown,C,Type2,Cabin_G,S,Female,0,293.22
22.0,5347.0,45901,2.4,79967.0,3.0,194350.0,2472,Unknown,,A,A,Type1,,S,Female,0,296.44
,33264.0,72442,3.0,73023.0,2.0,407522.0,2075,24.6,Dhaka,C,B,Type2,Cabin_C,Q,Female,0,338.05
43.0,14837.0,57092,4.3,60521.0,2.0,404727.0,1488,24.5,Dhaka,C,C,Type2,,Q,Male,0,189.53
26.0,16764.0,56032,2.3,62979.0,2.0,386343.0,1683,22.6,Chittagong,Unknown,B,,,Q,Male,0,162.13
37.0,18357.0,29942,1.2,92404.0,0.0,298443.0,1046,27.0,Rajshahi,Unknown,B,Type2,Cabin_G,S,Female,0,336.2
35.0,81234.0,69531,3.1,62057.0,5.0,4575.0,1955,19.1,Chittagong,C,B,Type2,,Q,Female,0,279.06
,,41411,3.9,72797.0,2.0,,3105,24.2,Dhaka,B,B,Type3,Cabin_E,Q,Male,0,256.32
60.0,18648.0,60898,4.5,129248.0,2.0,237408.0,2402,14.7,Chittagong,A,C,Type3,,S,Female,0,243.34
,47123.0,64160,3.1,39407.0,,202174.0,3095,24.5,Sylhet,B,B,Type1,,S,Female,0,234.47
10.0,62965.0,80409,3.2,28703.0,4.0,312224.0,2441,32.3,Khulna,C,A,Type3,,C,Female,0,293.06
37.0,15915.0,40367,4.4,94589.0,1.0,258103.0,2513,17.5,Dhaka,C,A,Type2,,S,Female,0,177.81
27.0,26683.0,14707,2.0,,1.0,217538.0,2987,18.7,Sylhet,C,A,Type3,,Q,Male,0,273.87
45.0,6498.0,62757,3.2,67044.0,5.0,,2188,18.9,Rajshahi,A,B,,,S,Female,0,301.57
25.0,9992.0,87007,3.7,55471.0,0.0,228448.0,1906,23.1,Dhaka,B,B,Type2,Cabin_G,C,Male,0,287.16
,57146.0,78584,3.9,68504.0,2.0,412149.0,2516,17.2,Dhaka,A,A,Type3,,C,Male,0,246.43
41.0,10010.0,63144,3.1,114963.0,1.0,233897.0,2726,Unknown,Dhaka,A,B,Type1,Cabin_B,S,Male,0,249.87
45.0,37239.0,52625,,95053.0,3.0,248506.0,1760,26.7,Rajshahi,A,C,,,Q,Male,0,314.28
,61729.0,72106,1.5,96555.0,2.0,254330.0,1639,25.2,Dhaka,A,A,Type2,,S,Female,0,279.1
30.0,5651.0,45396,3.0,39594.0,5.0,333899.0,2069,13.7,Chittagong,C,B,Type3,,S,Female,0,337.76
29.0,41886.0,67145,3.9,46221.0,3.0,,2415,27.5,Dhaka,A,C,Type3,,S,Female,0,162.87
27.0,14823.0,67582,2.7,4023.0,2.0,-4465.0,2399,27.2,Sylhet,A,B,,,S,Male,1,295.34
56.0,164743.0,75903,3.5,54765.0,2.0,402163.0,1287,26.7,Dhaka,Unknown,C,Type2,,C,Male,0,209.44
39.0,33038.0,101394,3.9,98917.0,1.0,443636.0,2955,24.4,,B,B,Type1,,Q,Male,0,246.35
,81992.0,65886,3.2,87923.0,0.0,194981.0,1679,23.6,Sylhet,A,C,Type3,,S,Female,1,318.8
,,52365,3.6,69462.0,1.0,202770.0,1867,27.7,Dhaka,A,C,,,S,Female,0,199.88
60.0,2219.0,59616,2.7,74442.0,3.0,254974.0,1548,32.1,Chittagong,A,B,Type3,,S,Female,0,355.78
47.0,50140.0,33463,3.3,,1.0,224399.0,3349,17.7,Dhaka,A,C,Type2,,C,Male,0,305.28
16.0,151210.0,49579,4.0,80118.0,1.0,322392.0,2121,27.9,Khulna,A,C,,,Q,Male,0,278.96
,46016.0,53860,3.6,94146.0,0.0,105347.0,1574,,Chittagong,B,B,Type2,,C,Female,0,203.4
,85515.0,52138,3.0,34602.0,2.0,188207.0,2431,21.9,Dhaka,A,A,Type3,,C,Male,0,241.01
26.0,107797.0,62285,3.7,82491.0,3.0,453919.0,2384,14.8,Dhaka,B,B,,,S,Male,0,232.08
40.0,12943.0,47663,4.1,98310.0,4.0,,1906,21.1,Dhaka,C,C,Type3,Cabin_E,S,Female,0,188.38
44.0,11915.0,76815,1.9,64622.0,2.0,424342.0,2420,17.5,Sylhet,B,B,Type1,Cabin_C,C,Male,0,304.69
23.0,47206.0,60003,4.4,92517.0,3.0,335533.0,1587,20.2,Rajshahi,Unknown,A,Type2,,C,Male,0,229.78
,26468.0,59860,3.2,145366.0,3.0,119073.0,1753,17.0,Khulna,B,A,Type3,,C,Female,0,241.22
-3.0,91585.0,55081,3.8,72391.0,2.0,363532.0,994,20.3,,B,B,Type3,,Q,Male,0,243.75
22.0,115140.0,62327,4.5,84832.0,,288233.0,1338,20.5,Dhaka,C,A,Type3,,C,Male,0,239.29
,,72376,2.4,56548.0,0.0,254453.0,2903,23.0,Sylhet,A,B,,,C,Male,0,276.52
20.0,13516.0,46993,2.9,79531.0,2.0,324495.0,2820,14.4,Dhaka,A,C,,,Q,Male,0,218.87
,75825.0,50128,3.3,86506.0,2.0,347463.0,2032,Unknown,Sylhet,C,B,Type2,,Q,Female,0,300.92
17.0,16065.0,55444,2.9,79871.0,4.0,,2831,Unknown,Dhaka,B,A,Type1,,S,Female,0,220.2
,86471.0,39811,4.9,49507.0,2.0,417825.0,1919,18.5,Dhaka,C,A,Type3,Cabin_B,S,Male,0,248.57
36.0,27559.0,47711,2.8,80159.0,2.0,340813.0,1878,Unknown,Rajshahi,Unknown,A,,,S,Female,0,184.67
52.0,55063.0,52856,3.1,111554.0,2.0,162436.0,2028,23.6,Sylhet,B,A,,,C,Female,0,303.58
17.0,5020.0,73115,3.7,86215.0,2.0,252635.0,1937,25.5,Sylhet,B,B,Type1,,S,Female,0,316.29
,48889.0,63938,2.5,99049.0,1.0,594304.0,1892,29.6,Dhaka,B,B,Type2,,S,Male,0,285.79
35.0,30052.0,62903,3.2,69074.0,2.0,372449.0,2571,21.0,Dhaka,Unknown,A,Type2,,S,Male,0,258.52
23.0,44168.0,72763,3.8,93747.0,3.0,536928.0,2075,Unknown,Chittagong,C,A,Type1,,C,Female,0,248.19
40.0,9196.0,57939,3.2,,1.0,439543.0,2356,26.9,Chittagong,Unknown,A,Type1,,S,Female,0,171.89
,66756.0,65856,3.4,,3.0,324180.0,2515,25.0,Rajshahi,A,C,,,S,Female,0,182.26
27.0,99314.0,58451,3.1,82963.0,3.0,330140.0,2194,,Dhaka,C,B,,,S,Female,0,287.52
35.0,12214.0,63980,2.3,50207.0,1.0,296341.0,1514,29.5,Sylhet,A,C,Type1,,C,Male,0,240.96
30.0,5030.0,51258,3.8,59177.0,1.0,126219.0,1323,21.4,Chittagong,A,C,Type2,,S,Female,0,182.04
36.0,1196.0,23417,4.9,79733.0,4.0,301804.0,2074,Unknown,Khulna,Unknown,B,Type3,,S,Male,0,179.73
42.0,51357.0,57985,3.5,82431.0,2.0,421067.0,1914,22.6,Chittagong,A,C,Type3,,C,Male,0,281.75
,46709.0,81341,,45269.0,1.0,240036.0,2043,17.8,Chittagong,Unknown,A,,,S,Male,0,293.7
20.0,39559.0,73893,4.1,,1.0,341195.0,1991,22.9,Sylhet,A,B,,,S,Male,0,173.3
60.0,13194.0,74480,2.5,,0.0,385159.0,3291,29.5,Chittagong,C,A,,,C,Male,0,257.6
,,78541,4.9,,2.0,209031.0,1334,24.7,Khulna,A,C,Type3,,S,Male,0,269.39
33.0,45128.0,61329,3.7,36560.0,3.0,254869.0,1005,22.7,Sylhet,B,A,Type1,,C,Male,0,220.82
42.0,34335.0,62959,4.8,71377.0,2.0,198208.0,2166,21.7,Rajshahi,A,C,Type2,,S,Female,0,311.99
38.0,,50735,2.9,63851.0,1.0,217783.0,1811,Unknown,Chittagong,B,A,Type3,,S,Male,0,232.76
,,55258,5.0,77828.0,1.0,171239.0,2158,26.2,Dhaka,A,C,Type2,,C,Female,0,164.16
32.0,59395.0,69236,4.1,65922.0,4.0,209955.0,2291,25.5,Dhaka,C,B,,,C,Female,0,240.27
29.0,25902.0,78058,3.9,24813.0,1.0,441945.0,2642,20.8,Dhaka,A,B,Type3,,S,Female,0,318.4
27.0,27948.0,57908,3.7,65291.0,1.0,208452.0,1246,24.1,Dhaka,A,B,,,S,Female,0,232.73
45.0,63221.0,53247,3.3,,3.0,312645.0,1721,Unknown,Dhaka,A,B,Type3,,C,Female,0,197.66
,58953.0,60007,4.5,90841.0,,249713.0,2214,17.5,Dhaka,B,B,Type2,,C,Male,0,281.41
26.0,236969.0,69018,3.6,57545.0,1.0,417886.0,2385,23.3,Dhaka,C,C,,Cabin_B,S,Male,0,262.92
45.0,6870.0,38342,1.9,116966.0,3.0,431116.0,3096,11.7,,C,A,,,C,Female,0,249.85
38.0,5496.0,25557,2.6,27208.0,2.0,386406.0,2477,,Dhaka,A,C,Type2,Cabin_A,S,Female,0,273.86
44.0,64429.0,51741,,107779.0,2.0,330613.0,1971,25.8,Dhaka,B,B,Type3,Cabin_A,S,Female,0,215.42
42.0,43183.0,41689,3.7,,2.0,276894.0,1554,26.2,Rajshahi,C,C,Type2,Cabin_F,S,Male,0,220.0
25.0,16021.0,52377,3.5,96489.0,2.0,180812.0,1717,20.5,Chittagong,A,B,Type2,,S,Female,0,286.38
,4137.0,57783,4.5,,3.0,494352.0,1703,Unknown,Chittagong,B,B,,,S,Male,0,201.68
43.0,,53201,1.9,103488.0,3.0,224032.0,2327,29.6,Chittagong,B,C,Type2,,S,Male,0,330.75
42.0,112305.0,81787,3.6,65315.0,5.0,,2128,29.6,Khulna,A,B,Type2,,S,Female,1,311.47
34.0,10651.0,64901,2.0,,1.0,405956.0,1338,Unknown,Chittagong,A,B,Type1,,S,Male,0,192.79
36.0,19531.0,64507,4.1,,3.0,244471.0,1782,23.2,Chittagong,A,A,,,S,Male,0,323.79
50.0,12851.0,69333,,72162.0,1.0,403801.0,2438,,Sylhet,B,A,Type1,,S,Male,0,257.61
27.0,21924.0,42917,,,0.0,376421.0,2175,15.0,,A,B,,,C,Female,0,319.24
41.0,3597.0,75586,2.8,105868.0,2.0,472796.0,2284,20.9,Chittagong,A,C,,,S,Female,0,256.67
32.0,36600.0,58863,4.5,49201.0,3.0,253065.0,2191,29.2,Chittagong,A,B,Type2,,C,Female,0,241.14
32.0,3500.0,70057,4.3,,1.0,171413.0,2813,27.4,Dhaka,A,A,Type3,Cabin_C,S,Female,0,235.93
48.0,80561.0,43922,4.0,,4.0,249451.0,2118,24.3,Chittagong,A,B,Type1,,S,Female,0,127.52
,13309.0,36693,3.4,71695.0,1.0,320885.0,1806,15.0,Sylhet,Unknown,B,Type2,,S,Female,0,296.36
44.0,,72268,,76806.0,,305821.0,1542,22.3,Chittagong,A,B,Type3,,Q,Female,0,214.64
50.0,106046.0,65646,2.9,37494.0,2.0,260656.0,2124,19.6,Sylhet,C,C,Type3,,S,Female,0,297.99
35.0,52616.0,46469,4.2,55529.0,0.0,109080.0,779,24.2,Chittagong,B,C,Type2,,S,Male,0,333.7
43.0,38066.0,46955,4.8,108776.0,4.0,347048.0,1907,18.5,Sylhet,C,A,Type2,,C,Female,0,221.12
31.0,19602.0,76881,4.4,97154.0,1.0,497234.0,1897,17.4,Chittagong,B,C,Type3,,Q,Male,0,218.17
,20248.0,42158,2.9,73434.0,2.0,346425.0,1317,12.2,Dhaka,A,B,Type3,,Q,Male,1,300.39
33.0,55355.0,84640,3.8,81078.0,1.0,360913.0,1535,28.6,Chittagong,C,C,Type3,Cabin_F,S,Female,0,226.62
36.0,256974.0,46490,2.5,67643.0,1.0,357244.0,2404,20.5,Dhaka,B,A,Type2,,S,Male,0,315.86
42.0,54211.0,69575,4.0,108914.0,1.0,339704.0,2115,23.3,Dhaka,C,B,Type3,Cabin_C,C,Male,0,215.44
25.0,,55070,3.9,69991.0,2.0,393166.0,2050,,Khulna,B,A,Type2,,S,Female,0,321.91
60.0,65587.0,69047,2.0,80796.0,1.0,339537.0,2153,17.2,Dhaka,Unknown,B,Type1,,C,Male,1,234.71
,31293.0,51838,2.6,103650.0,2.0,268732.0,2046,16.2,Rajshahi,C,A,Type2,,Q,Female,0,266.51
,,57558,3.3,55565.0,3.0,,2621,17.5,Dhaka,Unknown,A,Type1,,C,Male,0,299.11
48.0,41310.0,60613,3.3,,4.0,275102.0,2061,18.9,Dhaka,B,A,Type1,,S,Male,0,275.58
44.0,158060.0,44967,2.5,36738.0,2.0,331412.0,1270,24.3,Sylhet,B,A,Type1,Cabin_B,S,Female,0,303.53
42.0,9636.0,71112,3.8,115741.0,,268391.0,2815,18.5,Dhaka,C,A,Type1,Cabin_B,C,Male,0,177.2
42.0,58559.0,52301,3.7,65683.0,3.0,331433.0,2185,31.2,Chittagong,C,B,Type3,,S,Male,0,229.64
34.0,11215.0,56571,3.3,68932.0,3.0,343915.0,1705,27.6,Chittagong,Unknown,A,Type1,,S,Female,0,253.16
24.0,38374.0,45084,2.9,27749.0,2.0,383317.0,1373,26.5,,A,B,Type1,,S,Female,0,211.72
35.0,5083.0,21564,4.3,63630.0,3.0,428279.0,2197,21.9,Khulna,C,A,Type1,Cabin_C,S,Male,0,298.54
26.0,29925.0,57134,4.8,49004.0,1.0,307800.0,1941,30.1,Rajshahi,A,C,Type1,Cabin_C,S,Male,0,224.39
,70562.0,96189,,59808.0,4.0,169222.0,2787,21.4,Chittagong,B,C,Type1,,C,Female,0,211.83
,21352.0,71769,3.0,71567.0,0.0,265489.0,1827,22.3,Khulna,A,A,Type2,Cabin_C,S,Male,1,297.02
25.0,54668.0,59711,3.9,98944.0,5.0,304406.0,1581,23.3,Dhaka,A,B,Type3,,S,Female,0,197.73
31.0,79347.0,56056,3.2,,2.0,116423.0,2447,26.0,,Unknown,A,Type3,Cabin_B,S,Female,0,200.16
39.0,130986.0,60336,3.4,82691.0,1.0,438866.0,2462,25.7,Sylhet,A,C,Type3,,S,Female,0,275.41
28.0,13370.0,68206,4.1,47612.0,1.0,314237.0,2084,20.1,Chittagong,B,B,Type1,,Q,Male,0,317.19
25.0,25484.0,42287,2.0,52981.0,1.0,,2338,19.8,Khulna,B,A,Type1,Cabin_A,Q,Male,0,258.08
37.0,,76714,4.6,119968.0,2.0,436552.0,1981,25.7,Rajshahi,A,B,,,S,Male,0,169.21
,244532.0,70730,3.6,56619.0,1.0,236985.0,2116,26.1,Khulna,A,A,,Cabin_F,C,Female,0,284.25
28.0,130865.0,70772,3.2,116405.0,4.0,357404.0,2582,20.5,Sylhet,B,B,Type1,Cabin_G,S,Male,0,220.37
,38821.0,66577,3.4,68923.0,3.0,289013.0,2312,14.6,Dhaka,A,B,Type2,Cabin_G,Q,Female,0,306.04
37.0,92268.0,60294,3.5,75057.0,0.0,281591.0,1915,21.5,Dhaka,C,B,Type1,Cabin_B,S,Male,0,231.02
17.0,36798.0,70092,2.1,101759.0,2.0,222780.0,2676,25.6,Chittagong,Unknown,B,Type1,,S,Female,0,307.2
18.0,48853.0,68877,4.7,106797.0,0.0,466560.0,817,31.5,Rajshahi,A,A,Type3,,S,Female,0,229.11
26.0,4667.0,54689,3.5,72229.0,0.0,262449.0,3026,16.5,Dhaka,A,A,Type3,,C,Male,0,215.56
32.0,70380.0,51395,3.9,65293.0,2.0,369946.0,1147,20.4,Dhaka,B,A,Type3,Cabin_B,S,Female,1,154.12
38.0,6831.0,61527,4.3,73601.0,3.0,112499.0,1686,20.6,Dhaka,C,C,Type2,Cabin_C,C,Male,0,217.02
,87454.0,83235,2.7,83448.0,2.0,417998.0,1979,29.3,Sylhet,A,A,Type3,Cabin_B,S,Male,0,258.86
45.0,76169.0,41413,3.9,,2.0,405221.0,1926,22.3,Rajshahi,A,B,Type2,,Q,Male,0,255.02
,61677.0,37987,3.3,75105.0,1.0,309743.0,2503,,Chittagong,B,B,Type3,,S,Male,0,280.58
34.0,1841.0,62471,4.2,90472.0,0.0,277305.0,1471,25.3,Dhaka,Unknown,A,Type1,Cabin_C,Q,Male,0,312.21
22.0,18057.0,60763,1.8,115958.0,2.0,340000.0,2130,20.5,Dhaka,B,B,Type2,,S,Female,0,251.43
34.0,15266.0,62600,3.4,84532.0,3.0,528879.0,1710,16.4,Dhaka,B,B,Type3,Cabin_G,S,Male,0,253.39
31.0,22325.0,63659,3.0,82791.0,3.0,123676.0,2147,18.0,Dhaka,Unknown,B,Type2,,Q,Female,0,305.64
38.0,4586.0,56651,3.8,37027.0,3.0,,1967,Unknown,Khulna,C,B,,,Q,Male,0,261.55
25.0,138197.0,82347,3.9,,3.0,208838.0,2046,24.4,Sylhet,C,B,Type3,,C,Female,0,203.84
,40349.0,35986,2.9,84709.0,0.0,298008.0,1725,23.0,Dhaka,B,B,Type2,Cabin_B,S,Female,0,223.89
53.0,18229.0,47572,2.9,72629.0,1.0,275211.0,1744,21.3,Dhaka,Unknown,B,Type2,,S,Male,0,143.51
33.0,25290.0,58451,3.4,,2.0,,2143,Unknown,Dhaka,C,B,Type2,,S,Female,0,203.16
39.0,29638.0,35352,2.8,81088.0,1.0,298953.0,2471,23.9,Chittagong,C,A,Type3,Cabin_B,S,Male,0,165.48
43.0,45888.0,57362,4.2,73489.0,,,1700,24.0,Dhaka,C,B,,Cabin_A,S,Male,0,267.55
30.0,36250.0,84922,3.2,103194.0,0.0,402918.0,1565,23.1,Dhaka,C,A,Type1,,S,Male,0,310.58
37.0,125907.0,60313,1.2,77152.0,1.0,,2306,,Dhaka,A,A,Type2,,C,Female,0,202.96
35.0,34354.0,63460,3.2,56326.0,4.0,353976.0,1983,,Rajshahi,A,B,Type1,,C,Female,0,204.82
36.0,242413.0,41097,2.7,99754.0,1.0,267346.0,2415,17.6,Rajshahi,C,C,Type3,Cabin_G,S,Female,0,297.16
,95333.0,50754,2.2,69571.0,2.0,182907.0,1547,19.4,Chittagong,A,C,Type1,Cabin_F,S,Female,0,227.46
35.0,11691.0,54372,2.5,88163.0,4.0,320238.0,1110,12.6,Dhaka,B,A,Type2,,S,Male,0,262.84
40.0,133389.0,55234,3.6,63064.0,,144304.0,1733,32.6,Khulna,A,B,Type3,,C,Male,0,287.16
,6185.0,79224,4.6,58754.0,3.0,303971.0,1616,26.8,Sylhet,C,B,,Cabin_E,S,Female,0,214.6
46.0,85036.0,68365,3.8,77104.0,1.0,157712.0,1960,18.3,Dhaka,A,A,Type1,,C,Female,0,215.57
,,43328,3.0,,2.0,346127.0,1681,21.1,Dhaka,C,C,Type2,,S,Male,0,224.68
25.0,105176.0,63697,3.9,86995.0,1.0,207564.0,2370,19.3,Chittagong,B,C,Type1,,S,Female,0,172.32
45.0,101269.0,67473,3.1,68283.0,3.0,254900.0,1855,30.2,Dhaka,A,C,Type1,Cabin_G,C,Male,0,274.33
,81975.0,77102,2.9,29091.0,3.0,329394.0,2075,15.4,Chittagong,B,A,Type3,Cabin_D,C,Female,0,280.04
61.0,,83708,2.6,64180.0,1.0,222745.0,2078,,Chittagong,A,A,Type3,,S,Female,1,253.98
25.0,18169.0,44773,2.1,94845.0,3.0,294203.0,2097,22.0,Chittagong,A,C,Type3,,S,Female,0,317.98
24.0,4219.0,47837,3.2,67565.0,3.0,148616.0,1987,26.6,Dhaka,B,B,Type3,,Q,Male,0,236.94
27.0,25790.0,41136,3.6,68840.0,3.0,363087.0,2255,22.0,Chittagong,A,C,Type2,,S,Male,0,280.88
9.0,9529.0,56489,3.4,99659.0,2.0,476491.0,1602,,Sylhet,Unknown,A,Type1,Cabin_G,Q,Female,0,274.29
28.0,59364.0,66995,3.2,57200.0,0.0,579220.0,2699,21.2,,A,B,Type1,Cabin_A,C,Female,0,210.04
25.0,21240.0,74810,,36429.0,4.0,309116.0,1881,17.6,Rajshahi,C,B,Type3,,C,Female,0,307.74
36.0,185679.0,58860,4.0,70984.0,1.0,378820.0,1344,Unknown,Dhaka,B,A,,Cabin_D,S,Female,0,256.41
39.0,51217.0,55202,2.4,,2.0,121937.0,2094,29.7,Dhaka,B,B,Type1,Cabin_C,S,Female,1,298.73
57.0,86433.0,62276,4.1,50843.0,2.0,450273.0,1574,13.8,Chittagong,B,B,Type2,Cabin_G,Q,Female,0,184.95
46.0,,47472,2.7,70615.0,1.0,377622.0,2332,18.5,Dhaka,C,A,Type2,Cabin_F,S,Female,0,255.49
28.0,99030.0,91343,2.9,87287.0,2.0,251606.0,3104,19.7,Dhaka,C,A,,,S,Female,0,226.97
,,35885,2.3,,6.0,,1606,20.6,Dhaka,C,B,Type3,Cabin_G,C,Male,1,207.43
40.0,,62771,,82674.0,0.0,,2166,26.2,Chittagong,A,B,,Cabin_C,S,Male,0,320.47
19.0,46602.0,90354,4.3,120335.0,,,1122,21.6,,C,C,Type3,Cabin_E,C,Male,0,259.76
56.0,72368.0,60101,3.9,66428.0,2.0,,2226,24.6,Dhaka,A,B,Type2,,C,Male,0,176.15
49.0,,57149,4.3,81958.0,1.0,193664.0,1557,19.4,Rajshahi,A,A,,,Q,Female,0,225.13
29.0,34914.0,54638,3.9,62269.0,2.0,402162.0,1687,23.6,Dhaka,B,C,Type3,,C,Male,0,296.95
14.0,25429.0,57294,2.6,53841.0,4.0,194401.0,1449,26.4,Chittagong,B,C,Type3,Cabin_G,S,Male,0,207.36
51.0,7913.0,80592,3.2,60377.0,1.0,194994.0,2366,18.8,Chittagong,B,A,,Cabin_G,S,Female,0,202.25
33.0,22906.0,26822,2.9,63031.0,2.0,209031.0,2503,26.4,Rajshahi,C,C,Type1,Cabin_C,C,Male,0,242.65
49.0,3530.0,83001,4.6,83986.0,2.0,375950.0,2011,,Sylhet,A,A,Type2,Cabin_E,S,Male,0,273.47
15.0,1307.0,38640,2.5,133726.0,5.0,238322.0,1567,27.7,Sylhet,A,A,Type2,,Q,Male,0,213.59
27.0,7260.0,56000,4.2,57098.0,,165200.0,2794,Unknown,Dhaka,A,A,Type2,,C,Male,1,269.54
35.0,164997.0,53561,4.2,64584.0,0.0,239432.0,1624,24.4,,C,A,Type3,,S,Male,1,251.74
35.0,39873.0,68828,5.0,73421.0,2.0,296795.0,918,22.3,Dhaka,B,C,Type1,,Q,Female,0,257.82
29.0,168808.0,36028,3.2,84894.0,1.0,181902.0,2229,22.0,Sylhet,A,C,Type2,,S,Female,1,129.76
42.0,28325.0,66932,4.1,81588.0,0.0,184831.0,1447,,Dhaka,C,C,Type1,,S,Female,0,250.8
22.0,18684.0,90364,5.3,107102.0,1.0,511129.0,2494,25.2,Dhaka,B,C,Type3,,C,Male,0,237.47
33.0,35275.0,39552,3.0,14340.0,1.0,213943.0,1809,16.3,Dhaka,B,B,Type3,,Q,Male,0,269.52
36.0,28947.0,62845,2.3,15326.0,2.0,267695.0,2301,29.7,Dhaka,B,B,Type2,,S,Male,0,217.31
41.0,5583.0,50070,2.0,62603.0,2.0,263276.0,2700,13.2,Rajshahi,B,C,,,S,Female,0,231.45
43.0,51197.0,66388,4.1,102432.0,2.0,,1395,19.1,Sylhet,C,C,,,S,Male,0,276.66
21.0,12169.0,60287,2.0,35858.0,0.0,,1717,22.0,Chittagong,A,C,Type3,,S,Male,0,322.29
16.0,48325.0,50377,,-190.0,3.0,394814.0,1962,24.6,Rajshahi,A,C,Type2,,S,Male,0,183.77
,52519.0,67318,3.8,89279.0,1.0,269404.0,2768,30.4,Rajshahi,A,A,Type3,,S,Male,0,275.66
38.0,8245.0,87065,3.6,81091.0,1.0,176352.0,1670,13.2,Dhaka,B,C,,,C,Female,0,311.0
26.0,,57136,3.8,47744.0,,427444.0,1702,20.0,Dhaka,C,C,Type2,,Q,Female,0,284.74
53.0,75879.0,70796,3.7,50361.0,1.0,,2239,,Dhaka,B,C,Type2,Cabin_C,S,Male,1,307.63
36.0,30790.0,40600,4.5,50756.0,0.0,473032.0,1711,22.7,Dhaka,A,A,Type1,,S,Female,0,222.82
49.0,2996.0,45653,2.7,77763.0,1.0,75441.0,2076,23.9,Dhaka,C,B,Type2,,C,Female,1,311.84
35.0,263596.0,67086,,,2.0,319540.0,1224,30.5,Dhaka,C,B,Type2,Cabin_A,C,Female,0,213.78
59.0,2975.0,82261,2.9,87351.0,2.0,,3107,23.1,Dhaka,C,A,Type1,Cabin_E,Q,Male,0,252.76
56.0,59377.0,65334,4.2,3634.0,1.0,264673.0,1326,27.7,Dhaka,B,B,Type1,,S,Female,0,224.88
32.0,205764.0,55304,4.2,53578.0,1.0,277450.0,1839,25.4,Khulna,C,A,Type1,,S,Female,0,226.89
46.0,13667.0,59989,3.9,,4.0,329551.0,1983,20.3,Dhaka,A,B,Type1,Cabin_F,S,Male,0,163.93
42.0,,41243,4.4,68591.0,3.0,,2956,Unknown,Chittagong,A,B,Type2,,C,Female,0,151.41
51.0,6470.0,69067,2.6,61548.0,0.0,268792.0,1337,23.9,,A,B,Type2,,S,Female,0,308.84
23.0,18068.0,73234,,94946.0,1.0,266218.0,2991,15.0,Chittagong,C,B,,,S,Female,0,160.05
43.0,5326.0,53218,4.7,28516.0,3.0,237257.0,2378,,Dhaka,A,B,,,S,Male,0,262.52
47.0,58908.0,52949,4.1,,3.0,,2208,21.7,Dhaka,B,A,Type2,,S,Male,0,185.05
13.0,3215.0,63988,4.9,88958.0,1.0,346107.0,1507,28.5,,B,A,Type3,,C,Female,0,207.57
20.0,35608.0,53449,2.2,121416.0,2.0,325062.0,2285,20.1,Dhaka,A,A,Type2,,S,Male,0,284.22
10.0,285643.0,59008,,62955.0,3.0,380857.0,1638,Unknown,Dhaka,C,A,Type3,,C,Male,0,258.1
31.0,,91495,2.9,83111.0,1.0,273564.0,2633,23.5,Chittagong,A,B,Type2,,S,Male,0,243.64
43.0,47754.0,56294,4.1,29903.0,0.0,222579.0,1514,22.3,Rajshahi,B,C,Type2,Cabin_F,S,Female,0,307.23
53.0,18282.0,54624,2.7,15201.0,2.0,239737.0,1943,20.3,Chittagong,C,A,Type1,,S,Female,0,235.52
35.0,48894.0,50286,4.1,96119.0,3.0,,1722,24.5,Chittagong,A,A,Type2,,S,Male,0,311.5
54.0,37437.0,71162,,,,194078.0,1506,17.9,Dhaka,C,C,Type3,,S,Female,0,196.53
18.0,27763.0,57281,4.1,104462.0,3.0,249973.0,2370,16.5,Khulna,C,B,Type3,,C,Male,0,190.51
14.0,7003.0,50259,3.7,40664.0,0.0,248388.0,2267,28.7,Dhaka,Unknown,C,Type3,,C,Male,0,243.09
,108843.0,79819,2.7,87997.0,2.0,512455.0,2604,26.1,Rajshahi,C,C,Type1,,S,Female,1,250.16
39.0,29872.0,81294,2.8,121720.0,4.0,22618.0,1110,22.8,Rajshahi,A,B,Type2,,S,Male,1,207.08
34.0,10822.0,50993,4.5,85492.0,4.0,282038.0,2532,30.8,Chittagong,B,A,Type2,,Q,Male,0,236.19
10.0,,32001,4.1,81914.0,2.0,472569.0,3252,21.2,Dhaka,A,B,,,S,Male,0,318.24
33.0,26732.0,75112,3.5,,2.0,312184.0,1774,29.1,Chittagong,A,A,Type1,,S,Male,1,230.28
19.0,87878.0,49730,3.2,35727.0,1.0,375341.0,2947,23.4,Dhaka,A,A,,,S,Female,0,153.18
43.0,66140.0,71859,1.9,108889.0,1.0,309982.0,1868,17.4,,A,A,Type3,,C,Male,0,162.83
39.0,73332.0,30448,2.6,59728.0,0.0,233266.0,1313,31.7,Dhaka,C,C,Type2,,S,Female,0,354.33
